2,1.647472381591797e-06
3,1.6021728515625e-06
4,1.5902519226074219e-06
5,1.7118453979492187e-06
6,1.7666816711425782e-06
7,1.8644332885742188e-06
8,1.7976760864257813e-06
9,1.940727233886719e-06
10,1.7595291137695312e-06
11,2.2125244140625e-06
12,1.7786026000976562e-06
13,1.9478797912597656e-06
14,2.002716064453125e-06
15,2.269744873046875e-06
16,1.990795135498047e-06
17,2.2339820861816404e-06
18,2.105236053466797e-06
19,2.2125244140625e-06
20,2.186298370361328e-06
21,2.4700164794921874e-06
22,2.6416778564453125e-06
23,3.116130828857422e-06
24,2.572536468505859e-06
25,3.063678741455078e-06
26,3.0851364135742186e-06
27,3.6001205444335937e-06
28,3.3450126647949217e-06
29,3.5119056701660157e-06
30,3.6144256591796875e-06
31,4.21285629272461e-06
32,3.7097930908203126e-06
33,4.031658172607422e-06
34,4.024505615234375e-06
35,4.587173461914062e-06
36,4.124641418457031e-06
37,4.789829254150391e-06
38,4.909038543701172e-06
39,5.490779876708985e-06
40,4.777908325195312e-06
41,5.60760498046875e-06
42,6.706714630126953e-06
43,1.1796951293945312e-05
44,1.5482902526855468e-05
45,2.1278858184814453e-05
46,6.325244903564453e-06
47,7.119178771972656e-06
48,6.158351898193359e-06
49,7.252693176269532e-06
50,7.214546203613282e-06
