2,2.277374267578125e-05
3,2.1986961364746093e-05
4,2.2270679473876952e-05
5,2.1505355834960938e-05
6,2.1495819091796874e-05
7,2.1312236785888672e-05
8,2.2261142730712892e-05
9,2.2521018981933592e-05
10,2.0897388458251954e-05
11,2.199411392211914e-05
12,2.079486846923828e-05
13,2.3381710052490233e-05
14,2.245187759399414e-05
15,2.2745132446289064e-05
16,2.184152603149414e-05
17,2.190113067626953e-05
18,2.192974090576172e-05
19,2.314329147338867e-05
20,2.2149085998535158e-05
21,2.291679382324219e-05
22,2.2530555725097656e-05
23,2.3672580718994142e-05
24,2.2509098052978515e-05
25,2.4020671844482422e-05
26,2.46429443359375e-05
27,2.4821758270263672e-05
28,2.4020671844482422e-05
29,2.3653507232666014e-05
30,2.4034976959228516e-05
31,2.4738311767578126e-05
32,2.3431777954101563e-05
33,2.4831295013427736e-05
34,2.5339126586914063e-05
35,2.5496482849121093e-05
36,2.4514198303222655e-05
37,2.5980472564697265e-05
38,2.6502609252929687e-05
39,2.7060508728027344e-05
40,2.588033676147461e-05
41,2.6755332946777343e-05
42,2.6686191558837892e-05
43,3.190279006958008e-05
44,3.355503082275391e-05
45,3.9958953857421874e-05
46,2.8977394104003908e-05
47,3.0474662780761717e-05
48,2.879142761230469e-05
49,3.104925155639648e-05
50,3.0281543731689454e-05
